ID_LOC,TIME_ZONE,TIMESTAMP,TIMESTAMP_UNIX,TIME,PRESSURE_MSL,TEMPERATURE_2M,TEMPERATURE_80M
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-23T10:00:00Z,1016.7,19.9,20.2
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-23T14:00:00Z,1016.3,20.3,21.4
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-23T16:00:00Z,1015.7,20,21.1
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-24T11:00:00Z,1017,21.2,19.9
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-24T15:00:00Z,1015.9,23.2,20.2
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-24T16:00:00Z,1015.6,22.7,20
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-25T05:00:00Z,1014.2,18.5,17.7
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-25T23:00:00Z,1015,21.5,19.1
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-26T09:00:00Z,1013.8,24.3,19.3
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-26T12:00:00Z,1013.6,28.3,20.4
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-26T20:00:00Z,1012.3,25.9,21
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-27T09:00:00Z,1014.6,20.2,18.6
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-27T13:00:00Z,1014.8,24.3,21.4
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-27T17:00:00Z,1013.7,24.4,22.2
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-28T07:00:00Z,1015.6,19.3,19.2
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-29T00:00:00Z,1019,20.2,20.5
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-29T01:00:00Z,1018.8,19.9,20.4
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-29T06:00:00Z,1019,19.1,19.8
id3,GMT,2023-04-23T09:42:50Z,1682242970461,2023-04-29T19:00:00Z,1019.1,24.4,23.3
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-22T01:00:00Z,1014.9,18.2,18.8
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-22T04:00:00Z,1014,18.1,18.6
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-22T15:00:00Z,1013.9,23.4,22.5
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-22T19:00:00Z,1014.5,21.5,20.9
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-22T22:00:00Z,1016.1,19.4,19.7
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-23T10:00:00Z,1016.9,21.1,19.3
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-23T14:00:00Z,1016.4,23.4,20.9
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-23T20:00:00Z,1016.6,18.9,18.8
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-24T13:00:00Z,1016.4,23.7,20.6
id1,GMT,2023-04-23T11:57:35Z,1682251055736,2023-04-24T14:00:00Z,1016.1,23.7,20.8
